Gene ID	Gene Name	Design Element	g2_g1.p-value	g2_g1.t-statistic	g2_g1.log2foldchange	g4_g3.p-value	g4_g3.t-statistic	g4_g3.log2foldchange
ENSG00000118181	RPS25	Hs.113029.1.A1_3p_x_at	NA	0.46789430236485	0.1	NA	0.185078854896767	0.1
ENSG00000118193	KIF14	Hs.116649.0.A1_3p_at	NA	-0.321057491282979	0	NA	-1.01206024218753	-0.2
ENSG00000118194	TNNT2	1563655_3p_at	NA	-1.96693040088109	-0.3	NA	-1.37086358678661	-0.3
ENSG00000118197	DDX59	223662_3p_x_at	NA	-0.271179878947683	-0.1	NA	-0.374653492375024	-0.1
ENSG00000118200	CAMSAP2	Hs.23585.0.S2_3p_at	0.051412916695779	2.70531730690128	2.6	NA	0.178297082494647	0.1
ENSG00000118217	ATF6	g6671584_3p_x_at	NA	-0.828727958701247	-0.1	NA	0.258911701251881	0
ENSG00000118231	CRYGD	g13377001_3p_at	NA	0.800371313776798	0.2	NA	1.88054312551765	0.5
ENSG00000118242	MREG	g8922236_3p_at	NA	2.16967144869039	1.8	0.557263468166969	-1.13812794632468	-1
ENSG00000118245	TNP1	g4507628_3p_at	NA	-2.0371079590792	-0.3	NA	-0.04164685349192	0
ENSG00000118246	FASTKD2	Hs.84429.2.S1_3p_a_at	NA	0.803918368521132	0.4	NA	0.115865460941026	0
ENSG00000118257	NRP2	Hs2.17778.5.S1_3p_x_at	NA	-0.619979415400834	-0.5	NA	-0.678956266026704	-0.3
ENSG00000118260	CREB1	g4758053_3p_a_at	NA	3.23515603766108	1.2	NA	1.11673958148331	0.5
ENSG00000118263	KLF7	Hs.21599.0.S2_3p_at	NA	1.87689110529428	0.8	NA	-0.938820940933832	-0.4
ENSG00000118271	TTR	g5533090_3p_at	NA	-1.250415033928	-0.2	NA	-0.179421921532908	0
ENSG00000118276	B4GALT6	Hs.201769.0.A1_3p_x_at	NA	3.40534743072104	1.6	0.961998784069592	-0.0977865842981776	-0.1
ENSG00000118292	C1orf54	g13375757_3p_at	NA	-1.25539753684463	-0.8	NA	1.10970834068342	0.5
ENSG00000118298	CA14	g6912283_3p_at	NA	-1.81270644756014	-0.6	NA	-0.5220960049122	-0.2
ENSG00000118307	CFAP94	g8922767_3p_at	NA	1.80848744052993	0.4	NA	0.118672275394629	0.1
ENSG00000118308	IRAG2	4872173C_3p_at	NA	0.871376089366557	0.9	0.854797112255843	0.363206370833473	0.3
ENSG00000118322	ATP10B	g13376748_3p_at	NA	0.293157090625236	0.1	0.746920203746709	-0.61763215369395	-0.4
ENSG00000118363	SPCS2	Hs.87095.0.A1_3p_at	NA	-1.86000474638026	-0.5	NA	0.992947024762302	0.2
ENSG00000118369	USP35	Hs.128867.0.S1_3p_at	NA	0.104293994202728	0	NA	0.746266831466033	0.2
ENSG00000118402	ELOVL4	g12232378_3p_at	0.0935981859464319	1.97514674564565	2.1	0.854141868674155	0.366786318337	0.2
ENSG00000118407	FILIP1	Hs.102796.0.S1_3p_at	NA	0.183409638668765	0	NA	0.550286343464897	0.1
ENSG00000118412	CASP8AP2	Hs.122843.1.S1_3p_x_at	NA	2.6536430300057	0.9	NA	0.108887577403565	0.1
ENSG00000118418	HMGN3	g12751062_3p_a_at	NA	3.1920298212878	1.1	NA	0.576858026605216	0.2
ENSG00000118420	UBE3D	Hs.300141.2.A1_3p_at	NA	-0.0025719737450659	0	NA	-0.269155289196458	0
ENSG00000118432	CNR1	Hs.75110.1.S1_3p_at	NA	3.16024400037493	2.3	0.21719573370222	2.84917872826082	2.2
ENSG00000118434	SPACA1	g13569933_3p_s_at	NA	-2.31253426294793	-0.3	NA	-1.60327426474247	-0.3
ENSG00000118454	ANKRD13C	Hs2.22612.2.S1_3p_s_at	NA	0.308210820821663	0	NA	-0.586201248468426	-0.1
ENSG00000118473	SGIP1	g13276628_3p_at	NA	1.95307619193534	1.1	NA	1.52973159419708	0.6
ENSG00000118482	PHF3	Hs.78893.0.S2_3p_a_at	NA	0.883713554951605	0.5	0.936578925508655	-0.156202898686498	-0.1
ENSG00000118492	ADGB	g13375974_3p_s_at	NA	-0.964758171416256	-0.1	NA	0.103541602746574	0
ENSG00000118495	PLAGL1	Hs.75825.2.S1_3p_a_at	NA	2.40716803761635	1.3	0.650008476538906	0.870425777840175	1
ENSG00000118496	FBXO30	Hs.95667.0.A1_3p_at	NA	1.54031753807851	0.4	NA	0.333966453646879	0.1
ENSG00000118503	TNFAIP3	Hs.211600.0.S1_3p_a_at	NA	-0.716005468691799	-0.3	0.250867308777268	-2.53510265241139	-1
ENSG00000118507	AKAP7	Hs.12835.0.S1_3p_a_at	NA	1.74206613766816	1.1	NA	0.391791356672951	0.1
ENSG00000118508	RAB32	g5803132_3p_at	NA	0.146755837293086	0	NA	0.139462900430661	0
ENSG00000118513	MYB	g4885496_3p_at	NA	1.65362075179976	0.2	NA	0.046515938919982	0
ENSG00000118514	ALDH8A1	g12007647_3p_at	NA	1.34374920088133	1.3	0.664051526778701	0.835176246620564	0.4
ENSG00000118515	SGK1	g5032090_3p_at	NA	0.427418288854835	0.1	NA	0.964397866173264	0.5
ENSG00000118518	RNF146	g12053166_3p_a_at	NA	3.98715074331682	1.7	NA	2.77901675040489	1
ENSG00000118520	ARG1	g10947138_3p_s_at	NA	-0.538625886798424	-0.1	NA	-1.43237569552851	-0.5
ENSG00000118523	CCN2	g180923_3p_s_at	NA	-1.31091821122664	-0.8	NA	-0.193196925319959	0
ENSG00000118526	TCF21	g4507394_3p_at	NA	-1.33069190218775	-0.2	NA	-1.48864915777404	-0.2
ENSG00000118557	PMFBP1	g13775211_3p_s_at	NA	-1.09653302795221	-0.3	NA	0.37917662150441	0.1
ENSG00000118564	FBXL5	g7672733_3p_a_at	NA	1.95900740739195	1.3	NA	0.701316547690904	0.2
ENSG00000118579	MED28	Hs.182585.0.S1_3p_at	NA	-0.575110153093526	-0.2	NA	-1.49890945459222	-0.5
ENSG00000118596	SLC16A7	g4759119_3p_x_at	NA	-1.09741426881164	-0.2	NA	-0.358249726744337	-0.1
ENSG00000118600	RXYLT1	g7657177_3p_a_at	NA	1.06419719059431	0.2	NA	3.05239593669995	0.7
ENSG00000118620	ZNF430	g13430887_3p_x_at	NA	-0.173324221190281	0	NA	-1.24276669440392	-0.3
ENSG00000118640	VAMP8	g4507864_3p_at	NA	-0.0981703113536975	0	NA	0.841479012027989	0.1
ENSG00000118655	DCLRE1B	g12383081_3p_a_at	NA	-1.9235623099448	-0.9	NA	-0.352599835061689	-0.1
ENSG00000118680	MYL12B	g829622_3p_x_at	NA	2.74491128409827	2.3	0.334639075263115	2.00421692247287	1.1
ENSG00000118690	ARMC2	g12053024_3p_at	NA	1.7421693019933	0.5	NA	-1.02875929338631	-0.4
ENSG00000118702	GHRH	Hs.37023.0.S1_3p_at	NA	-1.97183924332732	-0.4	NA	0.164653349021251	0
ENSG00000118705	RPN2	g13097707_3p_a_at	NA	-0.155494286333904	-0.1	0.135416595980129	4.32203266277764	1.2
ENSG00000118707	TGIF2	Hs.94785.1.A1_3p_a_at	NA	-1.5371729501091	-0.3	NA	-2.46207265061224	-0.3
ENSG00000118729	CASQ2	g4557408_3p_s_at	NA	1.3476097657138	0.5	NA	-1.08815605954798	-0.2
ENSG00000118733	OLFM3	Hs2.335433.1.S1_3p_a_at	0.0498450863836034	3.08827363901133	4	0.271754895698909	2.36009935283913	1.6
ENSG00000118762	PKD2	g4505834_3p_at	NA	1.16147916376129	0.3	NA	0.544317358856861	0.1
ENSG00000118777	ABCG2	g12414050_3p_at	NA	-2.35898678588732	-1.4	0.8017491865287	-0.496684167337429	-0.5
ENSG00000118785	SPP1	g189150_3p_a_at	NA	1.81994149594235	1.5	0.845890852292587	-0.381075993546913	-0.2
ENSG00000118816	CCNI	Hs.79933.0.S2_3p_at	NA	2.03949721963982	1	NA	0.675143396702742	0.2
ENSG00000118849	RARRES1	Hs.82547.1.S1_3p_at	NA	0.981155158801348	0.4	NA	-1.65351535140196	-0.4
ENSG00000118855	MFSD1	g12232392_3p_a_at	0.0762090612821396	2.15957706023825	2.7	0.608199810226322	0.988746864561542	0.9
ENSG00000118873	RAB3GAP2	g12005820_3p_a_at	NA	3.34267533631926	2.3	0.290096988992106	2.22453437651103	1.1
ENSG00000118898	PPL	g4505992_3p_at	NA	3.28845884226502	1	0.531708262030579	-1.21648049126105	-1.1
ENSG00000118900	UBN1	g9055373_3p_a_at	NA	2.26416150893572	0.5	NA	-0.127478441312019	0
ENSG00000118903	BTF3P11	g4502466_3p_at	NA	-0.874714804327651	-0.1	NA	0.671843625527809	0.1
ENSG00000118922	KLF12	Hs.23510.0.A1_3p_at	NA	-2.75463533356157	-0.4	NA	0.25030425161246	0
ENSG00000118939	UCHL3	g5174740_3p_at	NA	1.94130462473508	1.4	NA	2.47991659764624	0.8
ENSG00000118946	PCDH17	g7657446_3p_at	NA	1.13178929530293	0.8	0.713516121560959	0.700469793268579	1.1
ENSG00000118960	HS1BP3	g11968000_3p_at	NA	-2.31932732825966	-0.5	NA	-0.871481782258284	-0.2
ENSG00000118961	LDAH	Hs.63300.1.S1_3p_at	NA	-0.927048391685254	-0.2	NA	-0.811275071513097	-0.1
ENSG00000118965	WDR35	Hs.145365.0.S2_3p_at	NA	2.03127835286255	0.9	NA	1.0494249156265	0.3
ENSG00000118971	CCND2	g4502616_3p_a_at	NA	0.223667743315284	0.1	0.42962852412378	-1.55997672190082	-1
ENSG00000118972	FGF23	g10190673_3p_at	NA	-0.722913614291604	-0.1	NA	-0.244695882197855	0
ENSG00000118985	ELL2	Hs.192221.0.A1_3p_at	NA	-0.46500354112167	-0.1	NA	0.449528901598694	0.1
ENSG00000118997	DNAH7	Hs.248046.0.S1_3p_at	NA	-1.74087448326308	-0.3	NA	0.343998876836633	0.1
ENSG00000119004	CYP20A1	g10257438_3p_at	NA	-0.344988006959784	0	NA	-0.115596894386771	0
ENSG00000119013	NDUFB3	g4505360_3p_a_at	NA	2.04074335429678	1.5	0.401477929921737	1.67485993124446	1
ENSG00000119041	GTF3C3	g6912397_3p_a_at	NA	1.46577256674744	1.1	0.722160618294749	0.681730563767161	0.4
ENSG00000119042	SATB2	Hs.287668.0.S1_3p_x_at	NA	-1.60303473280804	-0.8	NA	-0.679966441826808	-0.2
ENSG00000119048	UBE2B	202334_3p_s_at	NA	4.47134866715471	2	NA	1.19017137776519	0.4
ENSG00000119121	TRPM6	g13569704_3p_s_at	NA	-2.31885951752696	-0.8	0.869920562469653	0.318844179173103	0.2
ENSG00000119125	GDA	g6469319_3p_s_at	NA	-0.173221332639141	-0.1	0.443352868800034	-1.51434102531685	-0.8
ENSG00000119138	KLF9	Hs.150557.0.A2_3p_a_at	NA	0.298420240802896	0.1	NA	-1.44994830278715	-0.5
ENSG00000119147	ECRG4	g11991655_3p_at	NA	-1.84829374091197	-1.3	0.658146731923663	0.849448544070222	0.4
ENSG00000119185	ITGB1BP1	g4758577_3p_a_at	NA	3.04197307531396	1.5	NA	-0.172158697348675	-0.1
ENSG00000119203	CPSF3	Hs.16251.0.S1_3p_at	NA	2.3207364979113	1.9	0.439882423493725	1.52289395614381	1.2
ENSG00000119227	PIGZ	g13376764_3p_at	NA	1.01954637893044	0.5	0.295387564674269	2.19320946707845	1.1
ENSG00000119231	SENP5	Hs.15787.0.S1_3p_at	NA	2.06278782712676	0.8	NA	0.103447319929288	0
ENSG00000119242	CCDC92	g13376724_3p_at	NA	1.66630822079269	0.8	0.890552198110368	0.265950282670477	0.2
ENSG00000119280	C1orf198	g13436094_3p_at	NA	-2.39245071164786	-1.4	0.113022147164916	-4.75067509322534	-1.6
ENSG00000119283	TRIM67	Hs.93816.0.S1_3p_at	NA	-1.49574652500018	-0.3	NA	-0.141900666556703	0
ENSG00000119285	HEATR1	Hs.4082.3.S1_3p_at	NA	1.81331060586555	1.5	NA	0.0111715657533483	0
ENSG00000119314	PTBP3	Hs.279607.3.A2_3p_at	NA	-0.0582666087918381	0	0.266048342018241	-2.42253513324629	-1.1
ENSG00000119318	RAD23B	g4506386_3p_a_at	0.0498450863836034	3.01663532722364	2.5	NA	0.882474794458266	0.4
ENSG00000119321	FKBP15	Hs2.149395.1.S1_3p_s_at	NA	-1.15231763685676	-0.1	NA	-0.227861409306038	-0.1
ENSG00000119326	CTNNAL1	g4503128_3p_a_at	NA	1.96487500169027	0.8	0.653473695175275	0.862951911690249	0.4
ENSG00000119328	ABITRAM	g8923430_3p_at	NA	2.21509058447155	0.7	NA	0.272287986778735	0.1
ENSG00000119333	DYNC2I2	Hs.80449.0.S1_3p_at	NA	-0.608420335894641	-0.1	NA	-2.48324998492086	-0.3
ENSG00000119335	SET	g4506890_3p_a_at	NA	2.73049980976362	1.1	NA	0.828465055975331	0.3
ENSG00000119383	PTPA	g10880986_3p_a_at	NA	-0.27050977172092	-0.1	0.819491876720956	-0.453824153569096	-0.3
ENSG00000119392	GLE1	Hs.169363.1.S1_3p_at	NA	2.39393235316339	0.7	NA	0.277396477322824	0.1
ENSG00000119396	RAB14	g6563199_3p_s_at	NA	1.28290290248601	0.8	0.979764973377532	0.0575532365144489	0.1
ENSG00000119397	CNTRL	g5901923_3p_at	NA	1.65781979099098	0.3	NA	0.439461937984497	0.1
ENSG00000119401	TRIM32	g13111962_3p_at	0.0890445513525369	2.01444040941148	2.2	0.341812300739217	1.93520381700549	1.3
ENSG00000119402	FBXW2	g7549806_3p_at	NA	1.72922292538381	0.8	NA	-0.00358937923556457	0
ENSG00000119403	PHF19	Hs.119960.1.A1_3p_at	NA	-1.34126654863075	-0.3	NA	-1.11728578700987	-0.3
ENSG00000119408	NEK6	Hs.9625.2.S1_3p_a_at	NA	-1.10835896157355	-0.5	0.635787292934748	-0.922905970022728	-0.6
ENSG00000119411	BSPRY	g8923147_3p_a_at	NA	-1.61465856164935	-0.4	NA	-1.40439042533587	-0.2
ENSG00000119414	PPP6C	g7706488_3p_at	NA	1.43489527673383	0.6	0.815125996577007	-0.466087291790235	-0.3
ENSG00000119421	NDUFA8	g7657368_3p_at	NA	1.47409029797122	1.4	0.912008292609137	-0.221732302440648	-0.1
ENSG00000119431	HDHD3	g13654293_3p_s_at	NA	-0.495354229096951	-0.1	NA	0.525660380979753	0.1
ENSG00000119446	RBM18	Hs.6904.0.S1_3p_at	NA	2.51593250600854	2	NA	1.47223698961839	0.6
ENSG00000119457	SLC46A2	g13506804_3p_at	NA	-0.844964833706507	-0.1	NA	-0.0325166200241605	0
ENSG00000119471	HSDL2	g13279253_3p_s_at	NA	-3.01952369015374	-0.8	NA	1.23231972196544	0.4
ENSG00000119487	MAPKAP1	Hs.324178.0.S2_3p_at	NA	1.12811266738062	1	0.710269076916637	-0.713879313774464	-0.6
ENSG00000119508	NR4A3	g924281_3p_at	NA	-1.15161515169947	-0.8	NA	1.76361706335866	0.8
ENSG00000119509	INVS	g4104744_3p_at	NA	1.58771594008637	0.8	NA	0.976576248665916	0.4
ENSG00000119514	GALNT12	g13375880_3p_a_at	NA	-1.11011322306189	-0.2	NA	-1.10187308747942	-0.3
ENSG00000119522	DENND1A	Hs.300842.1.S1_3p_at	NA	0.166763385641317	0.1	NA	-1.34047968546925	-0.6
ENSG00000119523	ALG2	Hs.40919.1.S1_3p_at	NA	1.88700336835577	1.7	0.463740851206111	1.43068547600783	1
ENSG00000119535	CSF3R	Hs2.2175.4.S1_3p_s_at	NA	-0.684915531234869	-0.1	NA	-0.215713140579699	0
ENSG00000119537	KDSR	g4503816_3p_at	NA	1.39045913122669	0.2	NA	-0.632877210941613	-0.3
ENSG00000119541	VPS4B	g11225484_3p_at	NA	3.94319292282226	2.2	NA	3.83477899543344	1.1
ENSG00000119547	ONECUT2	Hs.127039.0.A1_3p_at	NA	-4.64926121449244	-0.9	NA	-3.47619824244129	-0.5
ENSG00000119559	C19orf25	Hs.7604.0.A2_3p_a_at	NA	-1.16124626041711	-0.2	NA	0.32582394247205	0.1
ENSG00000119574	ZBTB45	Hs.57841.0.A1_3p_at	NA	-1.75337701673587	-0.5	NA	-1.14707847151393	-0.3
ENSG00000119596	YLPM1	Hs2.378752.1.S1_3p_at	NA	1.66107810277357	0.4	NA	-0.698946763913874	-0.3
ENSG00000119599	DCAF4	Hs.6107.0.S1_3p_at	0.0561533356496066	2.48252789913494	2.6	NA	1.7422506702727	0.8
ENSG00000119608	PROX2	Hs.272378.0.S1_3p_at	NA	-2.00792797974024	-0.3	NA	-0.495948058937278	-0.2
ENSG00000119616	FCF1	g7705729_3p_s_at	NA	0.0656325875617572	0	0.941925833903606	-0.144425917654683	-0.1
ENSG00000119630	PGF	g12802997_3p_a_at	NA	-1.96223109402013	-0.4	NA	-1.22998160299526	-0.3
ENSG00000119632	IFI27L2	g11493981_3p_s_at	NA	-0.139715724960758	-0.1	NA	0.294561655303582	0.1
ENSG00000119636	BBOF1	g13376590_3p_at	NA	1.22313000139949	0.6	0.99703862705959	0.00752289141974824	0
ENSG00000119638	NEK9	Hs.7200.0.A1_3p_at	NA	1.19548728225648	0.2	0.637096616127017	-0.91607459447823	-0.5
ENSG00000119640	ACYP1	g4557244_3p_x_at	0.0498450863836034	3.94215203097199	3.3	0.573978502169783	1.08213748711154	0.6
ENSG00000119650	IFT43	Hs.8984.0.S1_3p_a_at	NA	2.74967081112618	0.9	NA	-0.572933546648006	-0.3
ENSG00000119660	DPPA5P4	Hs.283821.0.S1_3p_at	NA	-2.4772504308492	-0.3	NA	1.58009768373184	0.3
ENSG00000119661	DNAL1	Hs.7086.1.S1_3p_at	NA	0.622701679137099	0.1	NA	-0.0356579993134921	0
ENSG00000119669	IRF2BPL	Hs.179260.0.S2_3p_at	NA	0.959132621714024	0.7	0.780999133976983	-0.545879180187238	-0.3
ENSG00000119681	LTBP2	g4557732_3p_at	NA	-2.99607425882486	-0.4	NA	-1.54717392601919	-0.5
ENSG00000119682	AREL1	g7662051_3p_at	NA	2.44826147360121	1.6	0.931576856644766	-0.171337168305837	-0.1
ENSG00000119684	MLH3	Hs.153820.1.S1_3p_s_at	NA	-1.07160168050398	-0.3	NA	-0.842600612826238	-0.2
ENSG00000119685	TTLL5	Hs.131525.2.S1_3p_x_at	NA	-0.858366570276307	-0.4	NA	-0.980349452751446	-0.4
ENSG00000119686	FLVCR2	Hs2.382190.1.S1_3p_x_at	NA	-0.545304370413471	-0.3	NA	-0.667231508346886	-0.2
ENSG00000119688	ABCD4	g4826957_3p_a_at	NA	-0.966258217847509	-0.2	NA	-1.13967764130476	-0.2
ENSG00000119689	DLST	Hs.296348.0.S1_3p_s_at	NA	2.07305742326948	0.7	NA	0.242156074574429	0.1
ENSG00000119698	PPP4R4	Hs.259599.1.S1_3p_at	NA	3.15219425313968	1.6	NA	0.840800697743544	0.3
ENSG00000119699	TGFB3	g339551_3p_at	NA	-2.6571988877393	-0.6	NA	1.22235400020818	0.2
ENSG00000119703	ZC2HC1C	g13375882_3p_a_at	NA	0.789598868057568	0.2	0.655991599680949	0.857041813447646	0.4
ENSG00000119705	SLIRP	g13654277_3p_s_at	0.240209083004494	1.28904105761446	1.7	0.640442876779813	0.901792859770809	1
ENSG00000119707	RBM25	Hs.180789.0.S3_3p_at	NA	2.0616613076625	1.2	0.450232450157958	1.48379280124641	0.7
ENSG00000119711	ALDH6A1	221589_3p_s_at	NA	0.137278589610839	0	NA	-3.17055426990582	-0.9
ENSG00000119714	GPR68	g1015418_3p_at	NA	-1.72740312734856	-0.4	NA	-0.813577526347058	-0.1
ENSG00000119715	ESRRB	Hs2.339666.1.S1_3p_s_at	NA	-0.527833700821983	-0.1	NA	-0.0637522622432159	0
ENSG00000119718	EIF2B2	g7657057_3p_s_at	NA	1.54002419100272	1.2	0.28640321311187	2.24510583607486	1
ENSG00000119720	NRDE2	Hs.118795.0.S1_3p_s_at	NA	2.18022294843553	0.9	NA	0.100117716930264	0
ENSG00000119723	COQ6	g7705593_3p_at	NA	1.41639820932427	0.6	NA	-0.522453235570054	-0.2
ENSG00000119729	RHOQ	Hs.166982.1.A3_3p_at	NA	2.24180129997718	1.3	NA	1.7875436409492	0.6
ENSG00000119737	GPR75	g5803024_3p_at	NA	-1.05426612403434	-0.2	NA	-1.02368859016622	-0.2
ENSG00000119760	SUPT7L	g11066257_3p_a_at	NA	3.14233200207845	2.3	NA	0.874673257580175	0.3
ENSG00000119771	KLHL29	Hs.272572.1.A1_3p_at	NA	6.70132359095593	1	NA	3.37654908267664	0.9
ENSG00000119772	DNMT3A	Hs.241565.0.S2_3p_at	NA	0.420101964639801	0.2	0.508196225637033	1.29154877396539	0.8
ENSG00000119777	TMEM214	g8923227_3p_at	NA	-1.71583247858489	-0.5	NA	-0.420624416123722	-0.1
ENSG00000119778	ATAD2B	Hs.62576.0.S1_3p_at	NA	-0.955529360967115	-0.9	0.667982911178426	-0.825980700062359	-0.7
ENSG00000119787	ATL2	Hs.31236.0.S2_3p_at	NA	2.80374445637015	1	0.701567513725667	0.744400280959922	0.4
ENSG00000119801	YPEL5	g7706340_3p_a_at	0.051412916695779	2.68119435217032	2.6	0.372730330393425	1.79822527725366	1.1
ENSG00000119812	FAM98A	Hs.23060.0.S1_3p_at	NA	2.23729654028364	1.8	0.220210747949687	2.82493923649832	1.3
ENSG00000119820	YIPF4	242818_3p_x_at	NA	0.175620403809702	0.1	NA	0.646736537031407	0.1
ENSG00000119844	AFTPH	Hs.7942.0.S2_3p_at	NA	2.21190742442257	0.8	NA	-0.543660725470004	-0.2
ENSG00000119862	LGALSL	Hs.7149.0.S1_3p_at	NA	2.94837034866347	1.2	0.559961456458861	1.13042451973651	0.7
ENSG00000119865	CNRIP1	Hs.26358.0.S1_3p_at	NA	2.84343749390018	1.8	0.335240137169176	1.99963411858185	1.2
ENSG00000119866	BCL11A	g12150277_3p_s_at	NA	1.69807737677469	0.8	0.531708262030579	-1.21664979585903	-1.1
ENSG00000119878	CRIPT	g7661797_3p_a_at	NA	0.1973680969665	0.1	0.866088824054776	0.328987380409094	0.2
ENSG00000119888	EPCAM	g4505058_3p_a_at	NA	2.65790419109629	1.6	0.188343187128789	3.31276240701837	1.7
ENSG00000119899	SLC17A5	Hs.117865.1.S2_3p_at	NA	3.52554073094251	2.1	0.658146731923663	0.848611684169713	0.7
ENSG00000119900	OGFRL1	Hs.13299.0.S1_3p_at	NA	1.25543172035456	0.3	0.196060898567522	-3.11689200982195	-1.7
ENSG00000119906	SLF2	Hs2.93581.2.S1_3p_x_at	NA	0.301578835120904	0.2	NA	-0.671780214029311	-0.3
ENSG00000119912	IDE	Hs.1508.0.S2_3p_at	NA	-0.778301414184323	-0.4	NA	0.738295471939286	0.3
ENSG00000119913	TECTB	Hs2.348615.1.S1_3p_at	NA	-2.00411579119137	-0.3	NA	-0.880663818596862	-0.2
ENSG00000119915	ELOVL3	Hs.302130.0.S1_3p_at	NA	-1.42652472481333	-0.3	NA	-1.15944475806614	-0.3
ENSG00000119917	IFIT3	g4504586_3p_at	NA	-1.02572707217492	-0.4	0.615239690119847	-0.973628033169854	-1
ENSG00000119919	NKX2-3	Hs2.243272.1.S1_3p_s_at	NA	-1.10364570545173	-0.1	NA	-0.305375784321405	0
ENSG00000119922	IFIT2	Hs.169274.0.S1_3p_at	NA	-3.07271170244591	-0.5	NA	0.271282546447776	0.1
ENSG00000119927	GPAM	Hs.42586.0.S2_3p_at	NA	-0.580084118235686	-0.3	NA	0.401733756596814	0.1
ENSG00000119929	CUTC	g7705727_3p_s_at	NA	2.18391053208393	1.7	NA	3.41683211466829	1
ENSG00000119938	PPP1R3C	Hs.303090.0.S2_3p_at	NA	-2.54677072238457	-1.5	0.79186168420983	0.519706675321344	0.4
ENSG00000119943	PYROXD2	Hs.97031.0.A1_3p_s_at	NA	-1.01334415331312	-0.4	NA	-0.339277174276345	-0.1
ENSG00000119946	CNNM1	g9966788_3p_at	NA	-1.94433632407772	-0.4	NA	-0.80133893899468	-0.2
ENSG00000119950	MXI1	g5174596_3p_at	NA	0.583182117875068	0.5	NA	-0.259511392981379	-0.1
ENSG00000119953	SMNDC1	Hs.79968.0.S2_3p_at	0.0801985434063447	2.10764074828262	2.4	0.766438825621941	0.57769975922723	0.4
ENSG00000119965	C10orf88	g13376420_3p_a_at	NA	2.44279691148026	0.7	NA	0.0105545292717283	0
ENSG00000119969	HELLS	g8922361_3p_at	NA	-0.527579730482813	-0.1	NA	-1.15786631103109	-0.5
ENSG00000119973	PRLHR	Hs.248119.0.S2_3p_at	NA	-1.55895317386524	-0.3	NA	-1.46318949121024	-0.3
ENSG00000119977	TCTN3	Hs.181185.0.S2_3p_at	NA	1.60175147040902	0.9	NA	-0.381226847341844	-0.2
ENSG00000119979	DENND10	Hs2.375725.1.S1_3p_x_at	NA	-0.0219843551841953	0	NA	-0.367347317758872	-0.1
ENSG00000119986	AVPI1	g11119427_3p_at	NA	0.0594844531003372	0	NA	-0.274270033989159	-0.1
ENSG00000120008	WDR11	g13324687_3p_a_at	NA	3.42066701445996	2.3	0.818327573545227	0.45735274220072	0.3
ENSG00000120029	ARMH3	g13375700_3p_s_at	NA	1.09698238761346	0.5	NA	2.70796020068715	1
ENSG00000120049	KCNIP2	g12052962_3p_at	NA	-1.71148067741843	-0.3	NA	-1.6160671322262	-0.5
ENSG00000120051	CFAP58	Hs.253576.0.S1_3p_at	NA	-1.16490161277978	-0.3	NA	-3.15071808268748	-0.5
ENSG00000120053	GOT1	g12653452_3p_at	NA	2.16155150466139	1.2	0.842552039200257	0.391173272672802	0.3
ENSG00000120054	CPN1	g4503010_3p_at	NA	-1.33917629056119	-0.4	NA	-1.57521106739261	-0.3
ENSG00000120055	C10orf95	g13376334_3p_at	NA	-2.20578168437038	-0.7	NA	-1.41239269577475	-0.2
ENSG00000120057	SFRP5	g8400734_3p_a_at	NA	-2.93655299049588	-1.2	NA	-2.82164717621842	-0.5
ENSG00000120063	GNA13	Hs.9691.0.S1_3p_at	NA	2.84580390934179	2	0.815375672297845	0.465447689031559	0.4
ENSG00000120068	HOXB8	g13273316_3p_at	NA	-2.45046066691209	-0.5	NA	-0.63972403703901	-0.1
ENSG00000120071	KANSL1	Hs.43141.0.S1_3p_at	NA	1.47462587633959	0.9	NA	-1.45629250055642	-0.6
ENSG00000120075	HOXB5	Hs.22554.0.S1_3p_a_at	NA	-2.74478230302411	-0.8	NA	-0.505090372911593	-0.2
ENSG00000120093	HOXB3	Hs.156044.0.S1_3p_at	NA	-0.882965277010702	-0.1	0.31309887524572	-2.10614047074112	-2.5
ENSG00000120094	HOXB1	g4504462_3p_at	NA	-1.61269628401477	-0.4	NA	-0.28830558380278	-0.1
ENSG00000120129	DUSP1	g7108342_3p_a_at	NA	-1.66160335410522	-1.1	NA	-1.55122051177699	-0.7
ENSG00000120137	PANK3	Hs.6986.0.S1_3p_at	0.0498450863836034	3.42824005607882	2.8	0.797804034763895	0.505480758672455	0.4
ENSG00000120149	MSX2	g1722693_3p_x_at	NA	-0.676251473096118	-0.1	NA	-0.709759961984898	-0.1
ENSG00000120156	TEK	Hs.287335.0.A1_3p_at	NA	-2.19070258569809	-0.6	NA	-0.69691199494432	-0.2
ENSG00000120158	RCL1	g5032042_3p_x_at	NA	3.10600998552627	1.2	NA	1.72722750698527	0.7
ENSG00000120159	CAAP1	g13376229_3p_a_at	NA	1.43501554672394	0.3	NA	-0.0850416108790286	0
ENSG00000120160	EQTN	Hs2.163070.1.S1_3p_at	NA	-0.989885966054862	-0.1	NA	-0.10716117471296	0
ENSG00000120162	MOB3B	g13376100_3p_at	NA	-0.518354419336303	-0.1	NA	-1.50685402724946	-0.4
ENSG00000120210	INSL6	g7706532_3p_s_at	NA	-2.13250972088582	-0.3	NA	-1.00079645069274	-0.2
